id_ent_mun,municipio,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
8004,Aquiles Serdán,6756.24,19094.0,413.0,19492,9448,10044,1983,1811,1588,1535,1839,2224,2060,1615,1295,1079,828,590,397,648
8005,Ascensión,36323.24,18190.0,,26618,13144,13474,2647,2646,2568,2454,2254,2075,1812,1567,1482,1543,1468,1255,987,1860
8006,Bachíniva,,,,6834,3348,3486,433,450,503,484,416,385,382,380,407,478,503,466,416,1131
8007,Balleza,,,,17918,8825,9093,1799,1940,1906,1798,1564,1341,1143,990,893,859,796,702,614,1573
8008,Batopilas de Manuel Gómez Morín,,,,12923,6474,6449,1578,1520,1408,1299,1153,1021,837,684,597,548,492,437,380,969
8009,Bocoyna,,,,29941,15286,14655,2447,2723,3011,2937,2568,2317,2057,1802,1668,1688,1656,1503,1229,2335
8010,Buenaventura,,,,25265,12516,12749,2327,2476,2464,2238,1941,1841,1726,1567,1490,1490,1389,1196,984,2136
8011,Camargo,5911.67,12768.0,532.0,55904,28472,27432,4156,4404,4730,4976,4613,4085,3854,3800,3734,3604,3196,2822,2463,5467
8012,Carichí,,,,10241,5088,5153,937,1007,966,902,774,692,619,548,512,524,520,502,485,1253
8013,Casas Grandes,6370.45,8569.0,,12335,6032,6303,945,1061,1106,1056,917,861,831,772,733,722,681,653,617,1380
8014,Coronado,5034.8,11940.0,,2397,1150,1247,156,151,159,175,182,182,159,135,130,139,141,138,144,406
8015,Coyame del Sotol,,,,1853,837,1016,128,126,131,127,121,121,128,126,117,119,117,102,95,295
8016,La Cruz,,,,4280,2085,2195,310,345,374,372,323,283,276,273,257,243,229,225,220,550
8017,Cuauhtémoc,7635.81,44247.0,609.0,184182,94878,89304,15773,15583,16191,16826,16426,15261,13338,11783,11046,11072,10399,8932,7244,14308
8018,Cusihuiriachi,,,,5141,2478,2663,366,361,389,398,353,320,296,284,297,337,362,339,293,746
8019,Chihuahua,8927.93,349881.0,25988.0,960898,492800,468098,68842,70935,75969,82357,85176,82237,73453,66814,64047,63856,59214,50882,40183,76933
8020,Chínipas,7154.81,21939.0,,8610,4090,4520,787,843,895,879,789,717,628,527,449,409,365,320,276,726
8021,Delicias,8622.73,33195.0,4923.0,162365,83053,79312,11917,12710,13541,13924,13363,12754,11923,11001,10630,10901,10181,8565,6790,14165
8022,Dr. Belisario Domínguez,,,,2814,1388,1426,124,144,150,145,127,127,127,121,128,153,182,210,222,854
8023,Galeana,,,,7166,3580,3586,824,736,747,728,635,537,441,383,375,395,373,308,238,446
8024,Santa Isabel,,,,4338,2194,2144,247,273,335,364,312,251,241,260,272,287,288,264,235,709
8025,Gómez Farías,,,,9746,4868,4878,720,738,771,739,652,603,586,590,592,607,611,615,598,1324
8026,Gran Morelos,,,,2811,1376,1435,131,156,182,184,155,133,136,151,161,173,179,183,193,694
8027,Guachochi,2912.08,25201.0,,50204,25678,24526,5291,5456,5391,5096,4439,3875,3343,2861,2602,2532,2301,1983,1606,3428
8028,Guadalupe,,,,4947,2507,2440,394,474,513,424,298,265,318,350,343,335,293,236,206,498
8029,Guadalupe y Calvo,,,,59015,29208,29807,6744,6653,6712,6306,5532,4985,4246,3336,2670,2399,2215,1985,1623,3609
8030,Guazapares,,,,8668,4231,4437,881,857,857,854,788,705,571,451,397,395,394,372,328,818
8031,Guerrero,2296.5,10416.0,,42878,21295,21583,3177,3415,3731,3776,3318,2953,2685,2475,2482,2664,2663,2465,2159,4915
8032,Hidalgo del Parral,6601.69,47748.0,972.0,118713,61172,57541,8753,8974,10003,10921,10440,9250,8110,7531,7481,7721,7301,6422,5236,10570
8033,Huejotitán,6802.52,10479.0,,1084,543,541,73,65,68,77,81,74,62,50,48,62,75,75,71,203
8034,Ignacio Zaragoza,,,,7582,3759,3823,505,568,592,556,480,461,465,458,465,497,486,443,421,1185
8035,Janos,7355.0,11361.0,541.0,11942,5704,6238,1172,1149,1146,1137,1014,888,763,676,655,659,618,540,450,1075
8036,Jiménez,5355.0,8464.0,1587.0,46148,23241,22907,3780,3899,4100,4198,3846,3419,3137,3020,2940,2864,2577,2205,1872,4291
8037,Juárez,8009.33,549820.0,22722.0,1473439,737015,736424,129747,134913,133980,129463,125173,126707,123086,112083,100564,92058,77966,62213,46678,78808
8038,Julimes,,,,4959,2432,2527,355,356,393,402,363,325,299,288,286,294,299,293,271,735
8039,López,4642.32,13794.0,627.0,4397,2119,2278,300,307,331,332,310,294,276,259,256,267,254,231,228,752
8040,Madera,5429.82,13488.0,1080.0,31103,15457,15646,2437,2594,2848,2750,2320,2121,2038,1889,1810,1878,1874,1765,1536,3243
8041,Maguarichi,,,,1725,837,888,165,155,164,160,148,140,126,103,84,85,90,90,78,137
8042,Manuel Benavides,5701.0,9954.0,,1583,725,858,99,105,114,110,97,94,99,106,108,105,96,93,99,258
8043,Matachí,,,,3349,1663,1686,194,232,259,255,225,197,181,180,190,216,232,227,210,551
8044,Matamoros,,,,4912,2407,2505,374,362,394,403,363,317,295,296,302,308,283,247,234,734
8045,Meoqui,6984.91,23597.0,1049.0,48732,24600,24132,3893,4073,4258,4219,3912,3637,3346,3097,2965,2963,2769,2467,2141,4992
8046,Morelos,,,,8306,4111,4195,860,885,882,842,782,739,632,493,392,353,331,299,245,571
8047,Moris,,,,5566,2691,2875,458,530,531,495,440,426,396,342,306,298,275,246,213,610
8048,Namiquipa,,,,26042,12706,13336,1906,1972,2078,2005,1750,1630,1507,1387,1444,1645,1697,1616,1516,3889
8049,Nonoava,,,,2855,1389,1466,206,237,244,225,195,187,184,171,166,169,163,149,134,425
8050,Nuevo Casas Grandes,7454.23,26048.0,509.0,68084,34773,33311,5606,5700,5957,6166,5925,5493,4910,4428,4191,4162,3886,3349,2713,5598
8051,Ocampo,,,,8073,3871,4202,884,758,701,715,745,754,669,521,396,352,364,358,292,564
8052,Ojinaga,,,,30453,15133,15320,2747,2620,2586,2390,2232,2314,2251,2032,1893,1885,1778,1529,1259,2937
8053,Praxedis G. Guerrero,,,,5060,2511,2549,388,444,474,420,324,299,321,326,317,320,305,271,241,610
8054,Riva Palacio,,,,8337,4092,4245,733,728,875,921,724,498,429,427,444,505,507,432,364,750
8055,Rosales,5392.2,12325.0,493.0,18595,9211,9384,1431,1496,1591,1604,1429,1249,1169,1202,1234,1222,1110,972,849,2037
8056,Rosario,,,,2207,1079,1128,120,144,162,157,134,127,126,122,128,146,149,142,135,415
8057,San Francisco de Borja,,,,2492,1210,1282,131,149,150,150,152,148,131,127,135,152,160,159,160,588
8058,San Francisco de Conchos,,,,2858,1376,1482,170,195,216,222,196,172,168,173,180,192,188,170,155,461
8059,San Francisco del Oro,,,,5607,2793,2814,405,377,383,434,461,425,337,293,300,347,389,381,318,757
8060,Santa Bárbara,6161.57,34244.0,1385.0,11742,5908,5834,872,828,903,1014,996,867,730,661,657,721,755,716,630,1392
8061,Satevó,,,,3399,1645,1754,175,198,219,223,201,186,176,179,195,209,206,215,246,771
8062,Saucillo,6582.0,67813.0,3763.0,34454,17125,17329,2584,2752,2937,2941,2688,2495,2410,2344,2221,2122,1942,1766,1598,3654
8063,Temósachic,,,,7107,3468,3639,482,515,575,553,482,462,421,379,388,436,465,449,403,1097
8064,El Tule,,,,1847,907,940,120,128,140,138,122,108,98,97,102,110,114,107,100,363
8065,Urique,,,,22455,11056,11399,2092,2215,2221,2073,1891,1782,1517,1263,1181,1165,1113,1095,949,1898
8066,Uruachi,,,,6587,3217,3370,539,582,652,655,580,527,476,389,333,331,326,295,256,646
8067,Valle de Zaragoza,,,,5751,2813,2938,388,405,433,418,366,335,326,316,319,350,364,357,352,1022
9002,Azcapotzalco,8828.98,136590.0,17783.0,407280,215842,191438,19618,21024,23545,25964,28206,30540,30982,30411,30300,30770,29120,26437,23120,57243
9003,Coyoacán,7507.97,198405.0,23867.0,620486,329199,291287,27111,29402,33618,38836,43912,47940,48035,46229,44876,45437,44584,42738,38924,88844
9004,Cuajimalpa de Morelos,5073.89,68668.0,14426.0,199926,103943,95983,13883,13528,14450,16015,17034,17122,16594,16376,15815,14775,12432,9735,7518,14649
9005,Gustavo A. Madero,6733.46,393552.0,33493.0,1173555,610258,563297,64354,67642,74056,81423,87181,91133,89182,85710,84897,85831,79086,69943,61188,151929
9006,Iztacalco,6862.38,93040.0,14504.0,393275,207005,186270,19823,21566,24538,26855,28084,29406,29860,29659,29566,30079,28179,24683,20281,50696
9007,Iztapalapa,5768.36,485969.0,76053.0,1807133,930416,876717,116672,119781,129657,138399,144437,150788,147723,138639,130720,126214,114180,100131,84467,165325
9008,La Magdalena Contreras,7518.65,83230.0,19812.0,244769,127064,117705,15097,15981,17552,18234,18404,19222,19669,19252,18425,17599,15633,13587,11386,24728
9009,Milpa Alta,6485.06,33164.0,13773.0,139441,71281,68160,10850,10926,12035,12401,11844,11448,11191,10811,10057,9116,7757,6255,4730,10020
9010,Álvaro Obregón,6601.67,317436.0,50318.0,755046,395018,360028,43146,45094,48986,53247,57457,61216,61754,60184,56901,54151,49660,44209,37237,81804
9011,Tláhuac,5241.38,83870.0,10670.0,365386,189394,175992,24785,25926,28763,30544,30038,29466,29388,29355,28363,26539,22558,18400,14359,26902
9012,Tlalpan,8448.08,217001.0,54931.0,682121,355605,326516,40011,42417,45772,49435,52787,55905,55456,52554,49821,48663,45137,40537,34562,69064
9013,Xochimilco,5669.79,212920.0,23753.0,416419,212341,204078,27037,28189,30317,32365,33830,35056,34484,32608,30241,28652,25999,22578,18601,36462
9014,Benito Juárez,18849.13,151475.0,37035.0,436737,235534,201203,16775,15737,16793,19987,26763,36234,40604,37328,33319,33049,32398,30649,27366,69735
9015,Cuauhtémoc,11816.77,184539.0,38482.0,549396,288556,260840,26751,26155,28130,32606,40320,49314,49906,43431,39130,39406,38404,35421,30533,69889
9016,Miguel Hidalgo,12956.9,65521.0,13539.0,380465,204464,176001,18596,17643,18717,20943,25260,31443,34309,32363,29515,28230,25823,23186,20806,53631
9017,Venustiano Carranza,6557.14,118368.0,12146.0,432392,228821,203571,22495,23288,25918,28664,30490,32321,32701,31984,31347,31778,30688,27778,23681,59259
10001,Canatlán,5385.61,26170.0,819.0,35033,17715,17318,2726,2949,3129,3066,2814,2584,2350,2191,2129,2105,1927,1736,1550,3777
10002,Canelas,,,,4848,2308,2540,514,497,471,456,459,451,370,282,248,243,207,160,127,363
10003,Coneto de Comonfort,5968.82,5712.0,336.0,4670,2357,2313,420,489,505,451,363,303,269,265,270,263,225,188,177,482
10004,Cuencamé,5422.98,10845.0,2444.0,37765,18725,19040,3253,3574,3531,3287,3049,2936,2682,2401,2257,2160,1878,1618,1467,3672
10005,Durango,6843.62,265955.0,15151.0,702486,362386,340100,59457,62681,62680,63327,62999,61092,55110,48488,44269,42462,37756,31049,24089,47027
10006,General Simón Bolívar,,,,10878,5499,5379,968,1023,1002,938,847,796,729,628,578,602,577,503,442,1245
10007,Gómez Palacio,7078.71,175305.0,10273.0,372559,188007,184552,30834,34060,34253,32701,31161,31014,29357,26624,24325,22799,20443,17494,13535,23959
10008,Guadalupe Victoria,7634.0,16056.0,,38074,19203,18871,3034,3410,3438,3317,3088,2942,2737,2514,2407,2389,2148,1795,1433,3422
10009,Guanaceví,,,,10547,5100,5447,832,964,952,881,832,844,782,667,598,577,540,503,458,1117
10010,Hidalgo,,,,4177,2059,2118,278,314,355,355,290,247,242,253,274,276,239,210,200,644
10011,Indé,,,,5449,2719,2730,404,388,389,396,396,374,320,287,283,290,292,304,320,1006
10012,Lerdo,6544.48,61174.0,5752.0,166296,83521,82775,13836,15831,16154,15079,13777,13364,12906,12045,10956,9766,8267,7095,5802,11418
10013,Mapimí,5632.67,11452.0,,28561,14271,14290,2803,2971,2846,2619,2392,2268,2056,1760,1578,1531,1361,1138,977,2261
10014,Mezquital,3009.0,10205.0,,40938,20776,20162,5828,5772,5067,4282,3612,3143,2574,2051,1731,1551,1311,1105,920,1991
10015,Nazas,,,,14001,7020,6981,1212,1290,1277,1155,1006,971,925,825,763,744,716,694,660,1763
10016,Nombre de Dios,5187.12,7358.0,849.0,21074,10577,10497,1793,1906,1860,1783,1666,1580,1448,1292,1205,1178,1077,964,861,2461
10017,Ocampo,,,,10434,5104,5330,678,778,873,858,729,657,630,610,633,678,656,605,559,1490
10018,El Oro,,,,12399,6226,6173,864,929,957,976,916,832,757,726,748,758,689,666,690,1891
10019,Otáez,,,,5528,2656,2872,594,602,608,590,542,471,376,297,250,232,202,166,142,456
10020,Pánuco de Coronado,4007.02,27762.0,3184.0,12988,6588,6400,956,1076,1110,1075,974,902,855,835,812,781,714,643,595,1660
10021,Peñón Blanco,4709.72,16865.0,280.0,11621,5781,5840,1015,1056,1026,959,876,841,770,675,646,680,659,590,506,1322
10022,Poanas,3403.7,7695.0,,27129,13745,13384,2232,2384,2408,2294,2113,2020,1909,1733,1629,1637,1522,1317,1103,2828
10023,Pueblo Nuevo,6622.67,9252.0,,53169,26683,26486,5562,6254,6228,5494,4588,4214,3922,3409,2921,2559,2150,1786,1424,2658
10024,Rodeo,4000.85,6291.0,466.0,14565,7263,7302,1256,1321,1260,1219,1147,1085,983,856,777,762,727,685,635,1852
10025,San Bernardo,,,,3479,1639,1840,182,248,266,241,202,192,204,212,201,197,207,228,239,660
10026,San Dimas,9613.06,7344.0,204.0,20139,9748,10391,1901,2154,2213,2013,1746,1629,1499,1279,1091,1000,881,749,620,1364
10027,San Juan de Guadalupe,3089.29,13480.0,220.0,5940,3014,2926,480,521,601,596,475,357,316,330,350,332,270,246,243,823
10028,San Juan del Río,6299.41,5746.0,,13442,6807,6635,1169,1190,1196,1180,1085,964,818,746,738,748,720,673,600,1615
10029,San Luis del Cordero,,,,2275,1120,1155,188,210,214,192,156,140,142,146,146,131,102,90,95,323
10030,San Pedro del Gallo,,,,1648,791,857,124,124,132,139,135,126,107,88,87,94,94,89,82,227
10031,Santa Clara,,,,7563,3788,3775,610,656,695,688,598,501,446,426,431,448,418,390,372,884
10032,Santiago Papasquiaro,5591.38,30645.0,,51531,25749,25782,4515,4790,4828,4866,4660,4252,3540,3005,2876,2920,2629,2154,1818,4678
10033,Súchil,,,,6775,3532,3243,552,614,630,613,541,476,427,402,398,396,349,298,275,804
10034,Tamazula,,,,27331,13071,14260,2875,3120,3116,2944,2665,2401,1983,1549,1269,1144,1007,847,699,1712
10035,Tepehuanes,5748.7,4640.0,232.0,11585,5802,5783,956,1031,1030,999,922,868,767,655,611,613,571,533,519,1510
10036,Tlahualilo,5562.09,11812.0,1732.0,25264,12495,12769,2185,2355,2342,2168,1928,1824,1758,1647,1520,1445,1354,1233,1089,2416
10037,Topia,,,,9946,4810,5136,1025,1057,1030,985,924,861,741,610,514,455,399,350,289,706
10038,Vicente Guerrero,,,,23416,12053,11363,1932,2091,2105,2052,1962,1892,1743,1566,1446,1378,1228,1048,860,2113
10039,Nuevo Ideal,,,,29099,14615,14484,2730,2875,2887,2762,2430,2142,1903,1709,1629,1602,1423,1238,1098,2671
11001,Abasolo,7536.52,14652.0,,96324,49611,46713,8886,8950,8907,8729,8196,7701,7011,6312,5835,5549,4816,3992,3320,8120
11002,Acámbaro,4743.62,22216.0,739.0,119875,62210,57665,9200,9448,9672,9748,9206,8660,8094,7695,7510,7542,7027,6286,5633,14154
11003,San Miguel de Allende,6707.92,36619.0,421.0,184738,95887,88851,17074,18068,17969,17136,15718,14993,13825,12296,11124,10169,8486,7203,6508,14169
11004,Apaseo el Alto,3531.0,6620.0,,72731,37205,35526,6870,6826,6722,6673,6409,6150,5656,4962,4350,3984,3454,2899,2337,5439
11005,Apaseo el Grande,4510.0,14231.0,,100072,51465,48607,9844,9651,9199,9041,8874,8798,8045,6964,6161,5631,4764,3769,2893,6438
11006,Atarjea,,,,5585,2848,2737,462,528,564,533,434,369,348,315,282,271,249,228,230,772
11007,Celaya,6030.14,117970.0,8915.0,535265,274884,260381,43829,45895,46422,46310,46046,45816,42760,39488,36942,34977,30069,24081,18774,33856
11008,Manuel Doblado,7055.31,12384.0,,40886,21349,19537,3838,3683,3640,3577,3309,3129,2867,2493,2248,2183,2025,1866,1706,4322
11009,Comonfort,,,,87826,46173,41653,8390,8898,8942,8664,7885,7202,6389,5550,4962,4659,4070,3375,2719,6121
11010,Coroneo,,,,13111,6908,6203,1189,1196,1175,1110,987,947,920,853,806,783,699,578,464,1404
11011,Cortazar,5566.11,11988.0,666.0,102119,52427,49692,8252,8750,8780,8841,8735,8526,7923,7166,6591,6394,5746,4780,3791,7844
11012,Cuerámaro,,,,30194,15648,14546,2672,2716,2726,2723,2547,2328,2068,1872,1758,1720,1566,1348,1156,2994
11013,Doctor Mora,5372.31,26272.0,,25767,13343,12424,2619,2738,2780,2630,2269,2029,1838,1596,1398,1304,1175,976,733,1682
11014,Dolores Hidalgo Cuna de la Independencia Nacional,4860.39,76509.0,4027.0,161634,85109,76525,16280,16690,16698,16088,14425,13202,11723,10047,9047,8464,7166,5823,4785,11196
11015,Guanajuato,5613.61,96927.0,8504.0,199866,101878,97988,16260,16628,16707,17876,18687,18217,16155,14332,13175,12459,10935,8844,6716,12875
11016,Huanímaro,,,,22788,11974,10814,1916,2065,2087,2008,1822,1732,1622,1465,1345,1280,1144,998,883,2421
11017,Irapuato,7555.08,173969.0,13461.0,616312,315482,300830,55324,55846,54635,54010,53004,53103,49555,43713,38999,36545,32528,27433,21795,39822
11018,Jaral del Progreso,,,,41557,21114,20443,3602,3615,3468,3434,3308,3241,3098,2918,2720,2499,2188,1910,1629,3927
11019,Jerécuaro,3838.4,14748.0,1152.0,51494,27466,24028,4564,4600,4879,4769,4104,3648,3390,3110,2959,2905,2608,2278,2003,5677
11020,León,7079.74,575395.0,57686.0,1694594,853107,841487,149473,153454,151645,152085,151108,150920,142084,127939,114610,103203,86232,68930,52337,90574
11021,Moroleón,5547.0,7930.0,793.0,54835,28581,26254,3752,4095,4099,4022,3968,4182,4273,4152,3924,3651,3165,2760,2437,6355
11022,Ocampo,5375.0,11475.0,1350.0,24932,12862,12070,2496,2644,2694,2539,2155,1871,1644,1426,1276,1207,1078,935,830,2137
11023,Pénjamo,5479.37,65143.0,6426.0,160917,83971,76946,14191,14085,14404,14518,13418,12472,11613,10646,9768,9122,8013,6940,6181,15546
11024,Pueblo Nuevo,4863.57,14637.0,697.0,12754,6704,6050,1079,1072,1061,1030,986,992,961,867,783,748,669,581,527,1398
11025,Purísima del Rincón,6659.11,48584.0,2270.0,87157,43499,43658,9175,8960,8509,8243,8071,8110,7385,6110,5055,4341,3549,2883,2271,4495
11026,Romita,,,,63016,32369,30647,6100,5933,6024,6057,5672,5165,4547,3992,3549,3277,2918,2556,2140,5086
11027,Salamanca,5482.64,153339.0,15610.0,295849,151513,144336,22869,23675,24043,24582,24050,23809,23059,22025,20912,19849,17576,14757,11659,22984
11028,Salvatierra,,,,107838,56349,51489,8205,8353,8716,8946,8400,7754,7322,7070,6826,6694,6097,5417,4849,13189
11029,San Diego de la Unión,5164.58,11808.0,492.0,41899,22372,19527,4008,4416,4598,4314,3664,3208,2807,2430,2204,2065,1783,1515,1299,3588
11030,San Felipe,5408.36,34702.0,3036.0,119281,61365,57916,12288,12708,12773,12058,10375,9128,8037,6898,6254,5986,5240,4427,3687,9422
11031,San Francisco del Rincón,6531.68,28798.0,1229.0,126678,64789,61889,11850,12069,11733,11586,11316,11213,10216,8691,7572,6992,6137,5121,4069,8113
11032,San José Iturbide,6149.99,62387.0,6371.0,84416,43422,40994,8660,8947,8601,7930,7185,7004,6714,6030,5229,4537,3697,2942,2284,4656
11033,San Luis de la Paz,6268.59,62835.0,2067.0,128560,67276,61284,13199,13564,13732,13192,11725,10472,9183,7938,7019,6505,5668,4609,3579,8175
11034,Santa Catarina,4815.53,16473.0,867.0,5626,2942,2684,529,569,586,549,455,388,353,327,311,299,253,203,186,618
11035,Santa Cruz de Juventino Rosas,4992.78,11934.0,,89353,46205,43148,9067,8608,8254,8102,7747,7401,6731,5980,5410,4981,4357,3728,2960,6027
11036,Santiago Maravatío,,,,7415,3883,3532,510,514,549,583,575,542,486,442,430,456,445,397,350,1136
11037,Silao de la Victoria,7739.71,29200.0,1130.0,203050,102713,100337,20877,20156,19078,18515,18430,18683,16983,14183,11741,10102,8662,7454,6028,12158
11038,Tarandacuao,,,,13115,6859,6256,1089,1092,1078,1071,998,950,886,793,750,766,723,637,554,1728
11039,Tarimoro,4400.73,23913.0,497.0,36762,18864,17898,2907,2881,2949,3097,3033,2840,2580,2357,2205,2176,2042,1836,1618,4241
11040,Tierra Blanca,,,,20413,10522,9891,2078,2306,2344,2128,1773,1580,1412,1197,1037,938,816,706,589,1509
11041,Uriangato,,,,67785,34931,32854,5091,5572,5549,5545,5484,5547,5427,5065,4660,4420,3857,3188,2637,5743
11042,Valle de Santiago,4404.7,48835.0,4964.0,154326,80651,73675,12711,12872,13017,13123,12755,12358,11446,10349,9520,9224,8480,7300,6074,15097
11043,Victoria,,,,21672,11393,10279,2060,2289,2331,2190,1818,1550,1374,1216,1129,1087,970,823,695,2140
11044,Villagrán,5267.6,13590.0,906.0,63434,32351,31083,5830,6032,5760,5490,5377,5616,5496,4755,3951,3470,3028,2575,2040,4014
11045,Xichú,,,,12372,6450,5922,1188,1336,1403,1240,919,757,710,640,609,609,554,501,467,1439
11046,Yuriria,2606.28,15750.0,1260.0,74452,39005,35447,6034,6133,6194,6202,5834,5596,5401,5001,4422,4064,3798,3502,3199,9072
12001,Acapulco de Juárez,5786.05,328506.0,22069.0,843490,437129,406361,66017,68807,68864,70927,72892,73000,67733,61157,55989,52984,47778,41586,34012,61744
12002,Ahuacuotzingo,,,,27475,14617,12858,3156,3287,3364,2928,2232,1783,1545,1400,1292,1194,1065,990,892,2347
12003,Ajuchitlán del Progreso,,,,38853,20047,18806,3749,3791,4010,3988,3527,3011,2573,2201,1909,1765,1668,1564,1365,3732
12004,Alcozauca de Guerrero,,,,20212,10763,9449,2553,2805,2707,2123,1435,1128,1023,911,845,826,789,757,690,1620
12005,Alpoyeca,,,,6985,3691,3294,647,715,779,719,575,498,466,400,342,334,319,293,257,641
12006,Apaxtla,,,,11699,6083,5616,1102,1149,1178,1106,948,819,691,596,555,547,532,519,489,1468
12007,Arcelia,,,,32540,16757,15783,2746,2790,2951,3012,2813,2557,2229,1959,1802,1754,1647,1481,1292,3507
12008,Atenango del Río,,,,8947,4664,4283,777,825,894,854,722,617,532,462,434,454,449,420,381,1126
12009,Atlamajalcingo del Monte,,,,5244,2762,2482,577,676,680,566,434,360,303,258,231,208,175,164,169,443
12010,Atlixtac,,,,28227,14580,13647,3670,3800,3594,2975,2353,2055,1807,1507,1244,1062,917,822,696,1725
12011,Atoyac de Álvarez,,,,62624,31868,30756,5277,5743,5954,5607,4914,4602,4282,3876,3654,3561,3263,2916,2570,6405
12012,Ayutla de los Libres,,,,70494,36002,34492,7956,8799,8910,7777,6114,5251,4584,3783,3289,3100,2767,2357,1934,3873
12013,Azoyú,,,,12956,6678,6278,1021,1147,1289,1244,1012,878,821,757,710,683,654,639,594,1507
12014,Benito Juárez,,,,15982,8193,7789,1072,1222,1253,1170,1029,1064,1109,1053,1030,1060,1011,923,835,2151
12015,Buenavista de Cuéllar,,,,13776,7057,6719,1014,1184,1273,1187,1016,956,944,907,857,806,711,630,585,1706
12016,Coahuayutla de José María Izazaga,,,,12590,6151,6439,1163,1245,1339,1285,1077,929,810,702,650,628,567,514,460,1221
12017,Cocula,,,,14041,7272,6769,1206,1155,1204,1265,1210,1058,867,761,740,741,683,615,558,1978
12018,Copala,,,,14706,7482,7224,1298,1407,1533,1447,1170,991,912,848,802,788,753,683,600,1474
12019,Copalillo,,,,15108,7921,7187,1577,1737,1797,1585,1282,1125,1012,876,744,664,593,521,458,1137
12020,Copanatoyac,,,,20875,10908,9967,2632,2844,2706,2252,1786,1562,1329,1038,823,707,629,575,501,1491
12021,Coyuca de Benítez,,,,79158,40303,38855,6715,7287,7700,7487,6710,6116,5488,4898,4573,4428,4036,3580,3071,7069
12022,Coyuca de Catalán,,,,40266,19843,20423,3554,3507,3625,3723,3468,3104,2678,2346,2153,2072,1942,1788,1614,4692
12023,Cuajinicuilapa,,,,28022,13979,14043,2953,2835,2825,2730,2449,2122,1747,1473,1376,1416,1402,1282,1049,2363
12024,Cualác,5122.24,20587.0,,7836,4060,3776,824,872,890,814,663,559,496,436,386,351,307,277,251,710
12025,Cuautepec,,,,16598,8334,8264,1610,1822,1870,1687,1347,1159,1049,918,826,774,695,635,598,1608
