"imun","mun","idmes","mes","casos_diarios","muertos_diarios","hospitalizados_diarios"
"5017","Matamoros","1","2020-01",0,0,0
"5017","Matamoros","1","2021-01",93,8,19
"5017","Matamoros","2","2020-02",0,0,0
"5017","Matamoros","3","2020-03",1,0,1
"5017","Matamoros","4","2020-04",15,4,4
"5017","Matamoros","5","2020-05",41,1,5
"5017","Matamoros","6","2020-06",148,11,26
"5017","Matamoros","7","2020-07",193,16,31
"5017","Matamoros","8","2020-08",126,12,25
"5017","Matamoros","9","2020-09",47,14,15
"5017","Matamoros","10","2020-10",159,6,28
"5017","Matamoros","11","2020-11",262,37,60
"5017","Matamoros","12","2020-12",149,25,35
"5018","Monclova","1","2020-01",0,0,0
"5018","Monclova","1","2021-01",973,154,222
"5018","Monclova","2","2020-02",0,0,0
"5018","Monclova","3","2020-03",31,1,7
"5018","Monclova","4","2020-04",178,25,40
"5018","Monclova","5","2020-05",78,11,11
"5018","Monclova","6","2020-06",122,13,28
"5018","Monclova","7","2020-07",589,41,93
"5018","Monclova","8","2020-08",1133,79,187
"5018","Monclova","9","2020-09",738,77,149
"5018","Monclova","10","2020-10",956,88,205
"5018","Monclova","11","2020-11",947,96,182
"5018","Monclova","12","2020-12",960,80,170
"5019","Morelos","1","2021-01",45,2,1
"5019","Morelos","3","2020-03",1,0,0
"5019","Morelos","4","2020-04",0,0,0
"5019","Morelos","5","2020-05",1,1,0
"5019","Morelos","6","2020-06",8,0,0
"5019","Morelos","7","2020-07",21,0,0
"5019","Morelos","8","2020-08",9,1,1
"5019","Morelos","9","2020-09",5,1,2
"5019","Morelos","10","2020-10",5,0,0
"5019","Morelos","11","2020-11",23,2,4
"5019","Morelos","12","2020-12",41,5,6
"5020","Múzquiz","1","2021-01",246,31,33
"5020","Múzquiz","2","2020-02",0,0,0
"5020","Múzquiz","3","2020-03",1,0,1
"5020","Múzquiz","4","2020-04",3,2,1
"5020","Múzquiz","5","2020-05",4,1,1
"5020","Múzquiz","6","2020-06",117,2,6
"5020","Múzquiz","7","2020-07",223,20,25
"5020","Múzquiz","8","2020-08",249,18,30
"5020","Múzquiz","9","2020-09",171,12,21
"5020","Múzquiz","10","2020-10",157,8,16
"5020","Múzquiz","11","2020-11",168,15,21
"5020","Múzquiz","12","2020-12",313,27,41
"5021","Nadadores","1","2021-01",14,1,3
"5021","Nadadores","4","2020-04",1,0,0
"5021","Nadadores","5","2020-05",1,0,0
"5021","Nadadores","6","2020-06",1,0,0
"5021","Nadadores","7","2020-07",11,2,2
"5021","Nadadores","8","2020-08",18,0,1
"5021","Nadadores","9","2020-09",18,2,2
"5021","Nadadores","10","2020-10",21,2,3
"5021","Nadadores","11","2020-11",15,2,3
"5021","Nadadores","12","2020-12",7,1,3
"5022","Nava","1","2021-01",147,11,13
"5022","Nava","4","2020-04",2,0,0
"5022","Nava","5","2020-05",3,0,0
"5022","Nava","6","2020-06",25,1,2
"5022","Nava","7","2020-07",70,5,7
"5022","Nava","8","2020-08",76,7,11
"5022","Nava","9","2020-09",50,4,12
"5022","Nava","10","2020-10",104,3,7
"5022","Nava","11","2020-11",74,6,6
"5022","Nava","12","2020-12",126,2,10
"5023","Ocampo","1","2021-01",19,0,1
"5023","Ocampo","3","2020-03",0,0,0
"5023","Ocampo","4","2020-04",1,0,0
"5023","Ocampo","5","2020-05",24,0,0
"5023","Ocampo","6","2020-06",6,0,0
"5023","Ocampo","7","2020-07",2,0,0
"5023","Ocampo","8","2020-08",13,0,1
"5023","Ocampo","9","2020-09",2,0,0
"5023","Ocampo","10","2020-10",10,1,3
"5023","Ocampo","11","2020-11",18,3,3
"5023","Ocampo","12","2020-12",26,2,5
"5024","Parras","1","2021-01",150,3,7
"5024","Parras","2","2020-02",0,0,0
"5024","Parras","3","2020-03",0,0,0
"5024","Parras","4","2020-04",0,0,0
"5024","Parras","5","2020-05",7,0,1
"5024","Parras","6","2020-06",30,1,4
"5024","Parras","7","2020-07",133,3,6
"5024","Parras","8","2020-08",104,5,6
"5024","Parras","9","2020-09",101,1,3
"5024","Parras","10","2020-10",121,10,11
"5024","Parras","11","2020-11",38,5,7
"5024","Parras","12","2020-12",23,6,11
"5025","Piedras Negras","1","2020-01",0,0,0
"5025","Piedras Negras","1","2021-01",1001,81,140
"5025","Piedras Negras","2","2020-02",0,0,0
"5025","Piedras Negras","3","2020-03",4,0,0
"5025","Piedras Negras","4","2020-04",46,1,2
"5025","Piedras Negras","5","2020-05",43,0,6
"5025","Piedras Negras","6","2020-06",313,5,10
"5025","Piedras Negras","7","2020-07",1569,42,93
"5025","Piedras Negras","8","2020-08",1139,88,119
"5025","Piedras Negras","9","2020-09",351,35,57
"5025","Piedras Negras","10","2020-10",461,22,51
"5025","Piedras Negras","11","2020-11",395,19,58
"5025","Piedras Negras","12","2020-12",565,39,84
"5026","Progreso","1","2021-01",1,0,1
"5026","Progreso","4","2020-04",0,0,0
"5026","Progreso","5","2020-05",0,0,0
"5026","Progreso","6","2020-06",8,0,0
"5026","Progreso","7","2020-07",3,0,0
"5026","Progreso","8","2020-08",0,0,0
"5026","Progreso","9","2020-09",3,0,0
"5026","Progreso","10","2020-10",1,0,1
"5026","Progreso","11","2020-11",8,2,2
"5026","Progreso","12","2020-12",1,1,1
"5027","Ramos Arizpe","1","2020-01",0,0,0
"5027","Ramos Arizpe","1","2021-01",174,13,23
"5027","Ramos Arizpe","2","2020-02",0,0,0
"5027","Ramos Arizpe","3","2020-03",0,0,0
"5027","Ramos Arizpe","4","2020-04",7,0,0
"5027","Ramos Arizpe","5","2020-05",5,0,0
"5027","Ramos Arizpe","6","2020-06",18,1,6
"5027","Ramos Arizpe","7","2020-07",42,4,13
"5027","Ramos Arizpe","8","2020-08",50,12,15
"5027","Ramos Arizpe","9","2020-09",31,9,14
"5027","Ramos Arizpe","10","2020-10",83,11,26
"5027","Ramos Arizpe","11","2020-11",81,11,16
"5027","Ramos Arizpe","12","2020-12",107,14,29
"5028","Sabinas","1","2021-01",314,34,38
"5028","Sabinas","2","2020-02",0,0,0
"5028","Sabinas","3","2020-03",0,0,0
"5028","Sabinas","4","2020-04",1,0,0
"5028","Sabinas","5","2020-05",19,0,2
"5028","Sabinas","6","2020-06",278,5,16
"5028","Sabinas","7","2020-07",351,22,39
"5028","Sabinas","8","2020-08",236,26,22
"5028","Sabinas","9","2020-09",143,3,5
"5028","Sabinas","10","2020-10",211,2,6
"5028","Sabinas","11","2020-11",249,15,18
"5028","Sabinas","12","2020-12",363,29,31
"5029","Sacramento","1","2021-01",25,2,3
"5029","Sacramento","4","2020-04",8,1,2
"5029","Sacramento","5","2020-05",12,1,0
"5029","Sacramento","6","2020-06",7,0,0
"5029","Sacramento","7","2020-07",13,0,0
"5029","Sacramento","8","2020-08",27,0,0
"5029","Sacramento","9","2020-09",11,1,1
"5029","Sacramento","10","2020-10",30,2,2
"5029","Sacramento","11","2020-11",15,0,1
"5029","Sacramento","12","2020-12",16,0,1
"5030","Saltillo","1","2020-01",0,0,0
"5030","Saltillo","1","2021-01",2438,273,524
"5030","Saltillo","2","2020-02",0,0,0
"5030","Saltillo","3","2020-03",15,0,1
"5030","Saltillo","4","2020-04",39,2,7
"5030","Saltillo","5","2020-05",121,8,15
"5030","Saltillo","6","2020-06",572,17,78
"5030","Saltillo","7","2020-07",1191,119,254
"5030","Saltillo","8","2020-08",2191,201,353
"5030","Saltillo","9","2020-09",1237,128,236
"5030","Saltillo","10","2020-10",2112,149,387
"5030","Saltillo","11","2020-11",1375,267,427
"5030","Saltillo","12","2020-12",1472,193,399
"5031","San Buenaventura","1","2021-01",46,9,7
"5031","San Buenaventura","4","2020-04",2,1,2
"5031","San Buenaventura","5","2020-05",2,1,1
"5031","San Buenaventura","6","2020-06",9,3,4
"5031","San Buenaventura","7","2020-07",43,4,4
"5031","San Buenaventura","8","2020-08",48,4,4
"5031","San Buenaventura","9","2020-09",55,4,9
"5031","San Buenaventura","10","2020-10",27,3,5
"5031","San Buenaventura","11","2020-11",39,4,7
"5031","San Buenaventura","12","2020-12",52,5,13
"5032","San Juan de Sabinas","1","2021-01",220,34,43
"5032","San Juan de Sabinas","2","2020-02",0,0,0
"5032","San Juan de Sabinas","3","2020-03",0,0,0
"5032","San Juan de Sabinas","4","2020-04",3,0,0
"5032","San Juan de Sabinas","5","2020-05",9,0,0
"5032","San Juan de Sabinas","6","2020-06",196,4,6
"5032","San Juan de Sabinas","7","2020-07",339,16,34
"5032","San Juan de Sabinas","8","2020-08",281,17,18
"5032","San Juan de Sabinas","9","2020-09",132,13,18
"5032","San Juan de Sabinas","10","2020-10",158,6,25
"5032","San Juan de Sabinas","11","2020-11",223,17,35
"5032","San Juan de Sabinas","12","2020-12",297,22,43
"5033","San Pedro","1","2020-01",0,0,0
"5033","San Pedro","1","2021-01",288,21,28
"5033","San Pedro","2","2020-02",0,0,0
"5033","San Pedro","3","2020-03",0,0,0
"5033","San Pedro","4","2020-04",3,0,1
"5033","San Pedro","5","2020-05",101,7,18
"5033","San Pedro","6","2020-06",334,12,27
"5033","San Pedro","7","2020-07",377,21,50
"5033","San Pedro","8","2020-08",123,28,27
"5033","San Pedro","9","2020-09",59,3,9
"5033","San Pedro","10","2020-10",160,10,21
"5033","San Pedro","11","2020-11",310,23,32
"5033","San Pedro","12","2020-12",251,27,34
"5034","Sierra Mojada","1","2021-01",1,0,0
"5034","Sierra Mojada","7","2020-07",1,0,0
"5034","Sierra Mojada","8","2020-08",3,2,2
"5034","Sierra Mojada","9","2020-09",0,0,0
"5034","Sierra Mojada","10","2020-10",36,0,2
"5034","Sierra Mojada","11","2020-11",9,2,4
"5034","Sierra Mojada","12","2020-12",1,1,0
"5035","Torreón","1","2020-01",0,0,0
"5035","Torreón","1","2021-01",1205,116,264
"5035","Torreón","2","2020-02",1,0,0
"5035","Torreón","3","2020-03",8,0,2
"5035","Torreón","4","2020-04",47,3,9
"5035","Torreón","5","2020-05",464,16,74
"5035","Torreón","6","2020-06",1639,96,261
"5035","Torreón","7","2020-07",1678,119,300
"5035","Torreón","8","2020-08",1266,109,243
"5035","Torreón","9","2020-09",837,66,154
"5035","Torreón","10","2020-10",2310,160,475
"5035","Torreón","11","2020-11",3281,379,779
"5035","Torreón","12","2020-12",1760,181,369
"5036","Viesca","1","2021-01",20,1,7
"5036","Viesca","3","2020-03",0,0,0
"5036","Viesca","4","2020-04",0,0,0
"5036","Viesca","5","2020-05",3,0,1
"5036","Viesca","6","2020-06",5,1,1
"5036","Viesca","7","2020-07",20,3,5
"5036","Viesca","8","2020-08",14,0,2
"5036","Viesca","9","2020-09",1,0,0
"5036","Viesca","10","2020-10",4,0,1
"5036","Viesca","11","2020-11",21,8,13
"5036","Viesca","12","2020-12",9,1,3
"5037","Villa Unión","1","2021-01",30,0,2
"5037","Villa Unión","6","2020-06",13,1,1
"5037","Villa Unión","7","2020-07",51,1,2
"5037","Villa Unión","8","2020-08",61,1,1
"5037","Villa Unión","9","2020-09",23,0,0
"5037","Villa Unión","10","2020-10",22,0,0
"5037","Villa Unión","11","2020-11",18,1,1
"5037","Villa Unión","12","2020-12",30,1,2
"5038","Zaragoza","1","2021-01",96,4,7
"5038","Zaragoza","4","2020-04",0,0,0
"5038","Zaragoza","5","2020-05",1,0,0
"5038","Zaragoza","6","2020-06",11,1,2
"5038","Zaragoza","7","2020-07",25,0,3
"5038","Zaragoza","8","2020-08",42,3,1
"5038","Zaragoza","9","2020-09",4,1,2
"5038","Zaragoza","10","2020-10",22,2,1
"5038","Zaragoza","11","2020-11",49,0,4
"5038","Zaragoza","12","2020-12",86,3,4
"5999","No Informado","1","2021-01",0,0,0
"5999","No Informado","6","2020-06",0,0,0
"5999","No Informado","7","2020-07",1,0,0
"5999","No Informado","8","2020-08",0,0,0
"5999","No Informado","9","2020-09",0,0,0
"5999","No Informado","10","2020-10",0,0,0
"5999","No Informado","11","2020-11",0,0,0
"5999","No Informado","12","2020-12",0,0,0
"6001","Armería","1","2021-01",20,6,7
"6001","Armería","3","2020-03",0,0,0
"6001","Armería","4","2020-04",0,0,0
"6001","Armería","5","2020-05",6,3,4
"6001","Armería","6","2020-06",7,1,3
"6001","Armería","7","2020-07",26,3,8
"6001","Armería","8","2020-08",29,9,15
"6001","Armería","9","2020-09",25,6,6
"6001","Armería","10","2020-10",19,1,2
"6001","Armería","11","2020-11",11,0,2
"6001","Armería","12","2020-12",9,0,0
"6002","Colima","1","2020-01",0,0,0
"6002","Colima","1","2021-01",435,40,88
"6002","Colima","2","2020-02",0,0,0
"6002","Colima","3","2020-03",2,0,1
"6002","Colima","4","2020-04",2,0,1
"6002","Colima","5","2020-05",13,1,6
"6002","Colima","6","2020-06",44,3,13
"6002","Colima","7","2020-07",334,21,77
"6002","Colima","8","2020-08",581,58,112
"6002","Colima","9","2020-09",399,42,90
"6002","Colima","10","2020-10",381,25,63
"6002","Colima","11","2020-11",195,22,32
"6002","Colima","12","2020-12",198,16,29
"6003","Comala","1","2021-01",24,4,8
"6003","Comala","2","2020-02",0,0,0
"6003","Comala","3","2020-03",0,0,0
"6003","Comala","4","2020-04",0,0,0
"6003","Comala","5","2020-05",0,0,0
"6003","Comala","6","2020-06",3,0,2
"6003","Comala","7","2020-07",18,2,7
"6003","Comala","8","2020-08",20,6,7
"6003","Comala","9","2020-09",15,3,5
"6003","Comala","10","2020-10",16,2,3
"6003","Comala","11","2020-11",10,1,3
"6003","Comala","12","2020-12",4,1,0
"6004","Coquimatlán","1","2020-01",0,0,0
"6004","Coquimatlán","1","2021-01",16,3,5
"6004","Coquimatlán","2","2020-02",0,0,0
"6004","Coquimatlán","3","2020-03",0,0,0
"6004","Coquimatlán","4","2020-04",0,0,0
"6004","Coquimatlán","5","2020-05",4,1,2
"6004","Coquimatlán","6","2020-06",3,1,1
"6004","Coquimatlán","7","2020-07",31,2,10
"6004","Coquimatlán","8","2020-08",37,5,14
"6004","Coquimatlán","9","2020-09",24,3,6
"6004","Coquimatlán","10","2020-10",35,5,12
"6004","Coquimatlán","11","2020-11",8,1,2
"6004","Coquimatlán","12","2020-12",4,0,2
"6005","Cuauhtémoc","1","2020-01",0,0,0
"6005","Cuauhtémoc","1","2021-01",76,10,29
"6005","Cuauhtémoc","2","2020-02",0,0,0
"6005","Cuauhtémoc","3","2020-03",1,0,0
"6005","Cuauhtémoc","4","2020-04",0,0,0
"6005","Cuauhtémoc","5","2020-05",6,0,2
"6005","Cuauhtémoc","6","2020-06",2,1,2
"6005","Cuauhtémoc","7","2020-07",28,3,7
"6005","Cuauhtémoc","8","2020-08",43,4,13
"6005","Cuauhtémoc","9","2020-09",30,8,8
"6005","Cuauhtémoc","10","2020-10",42,5,17
"6005","Cuauhtémoc","11","2020-11",21,4,7
"6005","Cuauhtémoc","12","2020-12",34,2,8
"6006","Ixtlahuacán","1","2021-01",9,2,3
"6006","Ixtlahuacán","4","2020-04",0,0,0
"6006","Ixtlahuacán","5","2020-05",0,0,0
"6006","Ixtlahuacán","6","2020-06",5,1,4
"6006","Ixtlahuacán","7","2020-07",13,2,1
"6006","Ixtlahuacán","8","2020-08",25,2,5
"6006","Ixtlahuacán","9","2020-09",20,0,3
"6006","Ixtlahuacán","10","2020-10",33,4,6
"6006","Ixtlahuacán","11","2020-11",11,4,4
"6006","Ixtlahuacán","12","2020-12",2,0,0
"6007","Manzanillo","1","2020-01",0,0,0
"6007","Manzanillo","1","2021-01",337,24,61
"6007","Manzanillo","2","2020-02",0,0,0
"6007","Manzanillo","3","2020-03",2,0,2
"6007","Manzanillo","4","2020-04",17,3,13
"6007","Manzanillo","5","2020-05",93,16,53
"6007","Manzanillo","6","2020-06",303,35,131
"6007","Manzanillo","7","2020-07",376,50,114
"6007","Manzanillo","8","2020-08",434,48,118
"6007","Manzanillo","9","2020-09",324,46,126
"6007","Manzanillo","10","2020-10",303,46,78
"6007","Manzanillo","11","2020-11",147,12,30
"6007","Manzanillo","12","2020-12",187,10,28
"6008","Minatitlán","1","2021-01",4,1,2
"6008","Minatitlán","3","2020-03",0,0,0
"6008","Minatitlán","4","2020-04",1,0,1
"6008","Minatitlán","5","2020-05",0,0,0
"6008","Minatitlán","6","2020-06",0,0,0
"6008","Minatitlán","7","2020-07",9,2,2
"6008","Minatitlán","8","2020-08",15,2,10
"6008","Minatitlán","9","2020-09",15,1,7
"6008","Minatitlán","10","2020-10",2,0,2
"6008","Minatitlán","11","2020-11",1,1,0
"6008","Minatitlán","12","2020-12",3,0,0
"6009","Tecomán","1","2020-01",0,0,0
"6009","Tecomán","1","2021-01",95,11,16
"6009","Tecomán","2","2020-02",0,0,0
"6009","Tecomán","3","2020-03",0,0,0
"6009","Tecomán","4","2020-04",1,0,0
"6009","Tecomán","5","2020-05",13,1,6
"6009","Tecomán","6","2020-06",73,7,24
"6009","Tecomán","7","2020-07",368,42,92
"6009","Tecomán","8","2020-08",246,43,53
"6009","Tecomán","9","2020-09",195,11,26
"6009","Tecomán","10","2020-10",138,14,17
"6009","Tecomán","11","2020-11",76,1,2
"6009","Tecomán","12","2020-12",89,3,11
"6010","Villa de Álvarez","1","2020-01",0,0,0
"6010","Villa de Álvarez","1","2021-01",418,24,66
"6010","Villa de Álvarez","2","2020-02",0,0,0
"6010","Villa de Álvarez","3","2020-03",0,0,0
"6010","Villa de Álvarez","4","2020-04",5,0,1
"6010","Villa de Álvarez","5","2020-05",9,0,3
"6010","Villa de Álvarez","6","2020-06",36,1,10
"6010","Villa de Álvarez","7","2020-07",239,12,51
"6010","Villa de Álvarez","8","2020-08",448,32,75
"6010","Villa de Álvarez","9","2020-09",351,29,68
"6010","Villa de Álvarez","10","2020-10",379,32,60
"6010","Villa de Álvarez","11","2020-11",135,12,16
"6010","Villa de Álvarez","12","2020-12",179,5,22
"6999","No Informado","1","2021-01",0,0,0
"6999","No Informado","10","2020-10",1,1,1
"6999","No Informado","11","2020-11",0,0,0
"6999","No Informado","12","2020-12",0,0,0
"7001","Acacoyagua","1","2021-01",0,0,0
"7001","Acacoyagua","4","2020-04",0,0,0
"7001","Acacoyagua","5","2020-05",0,0,0
"7001","Acacoyagua","6","2020-06",3,0,0
"7001","Acacoyagua","7","2020-07",2,0,2
"7001","Acacoyagua","8","2020-08",5,1,1
"7001","Acacoyagua","9","2020-09",0,0,0
"7001","Acacoyagua","10","2020-10",0,0,0
"7001","Acacoyagua","11","2020-11",0,0,0
"7001","Acacoyagua","12","2020-12",1,0,0
"7002","Acala","1","2021-01",0,0,0
"7002","Acala","4","2020-04",0,0,0
"7002","Acala","5","2020-05",14,4,8
"7002","Acala","6","2020-06",4,3,4
"7002","Acala","7","2020-07",4,1,4
"7002","Acala","8","2020-08",2,1,2
"7002","Acala","9","2020-09",0,0,0
"7002","Acala","10","2020-10",0,0,0
"7002","Acala","11","2020-11",1,0,0
"7002","Acala","12","2020-12",1,0,0
"7003","Acapetahua","1","2021-01",2,1,2
"7003","Acapetahua","5","2020-05",0,0,0
"7003","Acapetahua","6","2020-06",8,1,7
"7003","Acapetahua","7","2020-07",2,1,2
"7003","Acapetahua","8","2020-08",1,0,0
"7003","Acapetahua","9","2020-09",0,0,0
"7003","Acapetahua","10","2020-10",0,0,0
"7003","Acapetahua","11","2020-11",0,0,0
"7003","Acapetahua","12","2020-12",1,0,0
"7004","Altamirano","1","2021-01",0,0,0
"7004","Altamirano","4","2020-04",3,0,3
"7004","Altamirano","5","2020-05",3,1,0
"7004","Altamirano","6","2020-06",14,1,7
"7004","Altamirano","7","2020-07",10,1,4
"7004","Altamirano","8","2020-08",1,0,0
"7004","Altamirano","9","2020-09",1,0,0
"7004","Altamirano","10","2020-10",1,0,0
"7004","Altamirano","11","2020-11",0,0,0
"7004","Altamirano","12","2020-12",4,0,0
"7005","Amatán","1","2021-01",1,0,0
"7005","Amatán","4","2020-04",0,0,0
"7005","Amatán","5","2020-05",0,0,0
"7005","Amatán","6","2020-06",2,0,2
"7005","Amatán","7","2020-07",0,1,0
"7005","Amatán","8","2020-08",0,0,0
"7005","Amatán","9","2020-09",0,0,0
"7005","Amatán","10","2020-10",0,0,0
"7005","Amatán","11","2020-11",0,0,0
"7005","Amatán","12","2020-12",0,0,0
"7006","Amatenango de la Frontera","1","2021-01",1,0,0
"7006","Amatenango de la Frontera","4","2020-04",0,0,0
"7006","Amatenango de la Frontera","5","2020-05",0,0,0
"7006","Amatenango de la Frontera","6","2020-06",4,0,1
"7006","Amatenango de la Frontera","7","2020-07",1,0,1
"7006","Amatenango de la Frontera","8","2020-08",3,0,0
"7006","Amatenango de la Frontera","9","2020-09",2,0,0
"7006","Amatenango de la Frontera","10","2020-10",4,0,0
"7006","Amatenango de la Frontera","11","2020-11",3,0,0
"7006","Amatenango de la Frontera","12","2020-12",0,0,0
"7007","Amatenango del Valle","1","2021-01",0,0,0
"7007","Amatenango del Valle","6","2020-06",0,0,0
"7007","Amatenango del Valle","7","2020-07",0,0,0
"7007","Amatenango del Valle","8","2020-08",0,0,0
"7007","Amatenango del Valle","9","2020-09",1,0,0
"7007","Amatenango del Valle","10","2020-10",1,0,0
"7007","Amatenango del Valle","11","2020-11",2,0,0
"7007","Amatenango del Valle","12","2020-12",0,0,0
"7008","Angel Albino Corzo","1","2021-01",0,0,0
"7008","Angel Albino Corzo","3","2020-03",0,0,0
"7008","Angel Albino Corzo","4","2020-04",0,0,0
"7008","Angel Albino Corzo","5","2020-05",1,0,0
"7008","Angel Albino Corzo","6","2020-06",0,0,0
"7008","Angel Albino Corzo","7","2020-07",5,0,1
"7008","Angel Albino Corzo","8","2020-08",3,0,0
"7008","Angel Albino Corzo","9","2020-09",1,0,0
"7008","Angel Albino Corzo","10","2020-10",0,0,0
"7008","Angel Albino Corzo","11","2020-11",2,0,0
"7008","Angel Albino Corzo","12","2020-12",2,0,0
"7009","Arriaga","1","2021-01",3,1,1
"7009","Arriaga","4","2020-04",3,0,1
"7009","Arriaga","5","2020-05",28,2,14
"7009","Arriaga","6","2020-06",19,6,18
"7009","Arriaga","7","2020-07",8,4,4
"7009","Arriaga","8","2020-08",6,0,3
"7009","Arriaga","9","2020-09",2,0,1
"7009","Arriaga","10","2020-10",3,0,1
"7009","Arriaga","11","2020-11",3,0,0
"7009","Arriaga","12","2020-12",4,0,0
"7010","Bejucal de Ocampo","1","2021-01",0,0,0
"7010","Bejucal de Ocampo","6","2020-06",1,1,1
"7010","Bejucal de Ocampo","7","2020-07",0,0,0
"7010","Bejucal de Ocampo","8","2020-08",0,0,0
"7010","Bejucal de Ocampo","9","2020-09",0,0,0
"7010","Bejucal de Ocampo","10","2020-10",0,0,0
"7010","Bejucal de Ocampo","11","2020-11",0,0,0
"7010","Bejucal de Ocampo","12","2020-12",0,0,0
"7011","Bella Vista","1","2021-01",1,0,0
"7011","Bella Vista","6","2020-06",2,1,2
"7011","Bella Vista","7","2020-07",0,0,0
"7011","Bella Vista","8","2020-08",1,0,0
"7011","Bella Vista","9","2020-09",0,0,0
"7011","Bella Vista","10","2020-10",0,0,0
"7011","Bella Vista","11","2020-11",0,0,0
"7011","Bella Vista","12","2020-12",0,0,0
"7012","Berriozábal","1","2020-01",0,0,0
"7012","Berriozábal","1","2021-01",21,4,4
"7012","Berriozábal","2","2020-02",0,0,0
